date,OT
2017/01/01 21:15:00,-0.084945031
2017/01/01 21:30:00,-0.084945031
2017/01/01 21:45:00,-0.084945031
2017/01/01 22:00:00,-0.084945031
2017/01/01 22:15:00,-0.084945031
2017/01/01 22:30:00,-0.084945031
2017/01/01 22:45:00,-0.084945031
2017/01/01 23:00:00,-0.084945031
2017/01/01 23:15:00,-0.084945031
2017/01/01 23:30:00,-0.084945031
2017/01/01 23:45:00,-0.084945031
2017/01/02 00:00:00,-0.084945031
2017/01/02 00:15:00,-0.084945031
2017/01/02 00:30:00,-0.084945031
2017/01/02 00:45:00,-0.084945031
2017/01/02 01:00:00,-0.084945031
2017/01/02 01:15:00,-0.084945031
2017/01/02 01:30:00,-0.084945031
2017/01/02 01:45:00,-0.084945031
2017/01/02 02:00:00,-0.084945031
2017/01/02 02:15:00,-0.084945031
2017/01/02 02:30:00,-0.084945031
2017/01/02 02:45:00,-0.084945031
2017/01/02 03:00:00,-0.084945031
2017/01/02 03:15:00,-0.084945031
2017/01/02 03:30:00,-0.084945031
2017/01/02 03:45:00,-0.084945031
2017/01/02 04:00:00,-0.084945031
2017/01/02 04:15:00,-0.084945031
2017/01/02 04:30:00,-0.084945031
2017/01/02 04:45:00,-0.084945031
2017/01/02 05:00:00,-0.084945031
2017/01/02 05:15:00,-0.084945031
2017/01/02 05:30:00,-0.084945031
2017/01/02 05:45:00,-0.084945031
2017/01/02 06:00:00,-0.084945031
2017/01/02 06:15:00,-0.084945031
2017/01/02 06:30:00,-0.084945031
2017/01/02 06:45:00,-0.084945031
2017/01/02 07:00:00,-0.084945031
2017/01/02 07:15:00,-0.084945031
2017/01/02 07:30:00,-0.084945031
2017/01/02 07:45:00,-0.084945031
2017/01/02 08:00:00,-0.084945031
2017/01/02 08:15:00,-0.084945031
2017/01/02 08:30:00,-0.084945031
2017/01/02 08:45:00,-0.084945031
2017/01/02 09:00:00,-0.084945031
2017/01/02 09:15:00,-0.084945031
2017/01/02 09:30:00,-0.084945031
2017/01/02 09:45:00,-0.084945031
2017/01/02 10:00:00,-0.084945031
2017/01/02 10:15:00,-0.084945031
2017/01/02 10:30:00,-0.084945031
2017/01/02 10:45:00,-0.084945031
2017/01/02 11:00:00,-0.084945031
2017/01/02 11:15:00,-0.084945031
2017/01/02 11:30:00,-0.084945031
2017/01/02 11:45:00,-0.084945031
2017/01/02 12:00:00,-0.084945031
2017/01/02 12:15:00,-0.084945031
2017/01/02 12:30:00,-0.084945031
2017/01/02 12:45:00,-0.084945031
2017/01/02 13:00:00,-0.084945031
2017/01/02 13:15:00,-0.084945031
2017/01/02 13:30:00,-0.084945031
2017/01/02 13:45:00,-0.084945031
2017/01/02 14:00:00,-0.084945031
2017/01/02 14:15:00,-0.084945031
2017/01/02 14:30:00,-0.084945031
2017/01/02 14:45:00,-0.084945031
2017/01/02 15:00:00,-0.084945031
2017/01/02 15:15:00,-0.084945031
2017/01/02 15:30:00,-0.084945031
2017/01/02 15:45:00,-0.084945031
2017/01/02 16:00:00,-0.084945031
2017/01/02 16:15:00,-0.084945031
2017/01/02 16:30:00,-0.084945031
2017/01/02 16:45:00,-0.084945031
2017/01/02 17:00:00,-0.084945031
2017/01/02 17:15:00,-0.084945031
2017/01/02 17:30:00,-0.084945031
2017/01/02 17:45:00,-0.084945031
2017/01/02 18:00:00,-0.084945031
2017/01/02 18:15:00,-0.084945031
2017/01/02 18:30:00,-0.084945031
2017/01/02 18:45:00,-0.084945031
2017/01/02 19:00:00,-0.084945031
2017/01/02 19:15:00,-0.084945031
2017/01/02 19:30:00,-0.084945031
2017/01/02 19:45:00,-0.084945031
2017/01/02 20:00:00,-0.084945031
2017/01/02 20:15:00,-0.084945031
2017/01/02 20:30:00,-0.084945031
2017/01/02 20:45:00,-0.084945031
2017/01/02 21:00:00,-0.084945031
2017/01/02 21:15:00,-0.084945031
2017/01/02 21:30:00,-0.084945031
2017/01/02 21:45:00,-0.084945031
2017/01/02 22:00:00,-0.084945031
2017/01/02 22:15:00,-0.084945031
2017/01/02 22:30:00,-0.084945031
2017/01/02 22:45:00,-0.084945031
2017/01/02 23:00:00,-0.084945031
2017/01/02 23:15:00,-0.084945031
2017/01/02 23:30:00,-0.084945031
2017/01/02 23:45:00,-0.084945031
2017/01/03 00:00:00,-0.084945031
2017/01/03 00:15:00,-0.084945031
2017/01/03 00:30:00,-0.084945031
2017/01/03 00:45:00,-0.084945031
2017/01/03 01:00:00,-0.084945031
2017/01/03 01:15:00,-0.084945031
2017/01/03 01:30:00,-0.084945031
2017/01/03 01:45:00,-0.084945031
2017/01/03 02:00:00,-0.084945031
2017/01/03 02:15:00,-0.084945031
2017/01/03 02:30:00,-0.084945031
2017/01/03 02:45:00,-0.084945031
2017/01/03 03:00:00,-0.084945031
2017/01/03 03:15:00,-0.084945031
2017/01/03 03:30:00,-0.084945031
2017/01/03 03:45:00,-0.084945031
2017/01/03 04:00:00,-0.084945031
2017/01/03 04:15:00,-0.084945031
2017/01/03 04:30:00,-0.084945031
2017/01/03 04:45:00,-0.084945031
2017/01/03 05:00:00,-0.084945031
2017/01/03 05:15:00,-0.084945031
2017/01/03 05:30:00,-0.084945031
2017/01/03 05:45:00,-0.084945031
2017/01/03 06:00:00,-0.084945031
2017/01/03 06:15:00,-0.084945031
2017/01/03 06:30:00,-0.084945031
2017/01/03 06:45:00,-0.084945031
2017/01/03 07:00:00,-0.084945031
2017/01/03 07:15:00,-0.084945031
2017/01/03 07:30:00,-0.084945031
2017/01/03 07:45:00,-0.084945031
2017/01/03 08:00:00,-0.115417674
2017/01/03 08:15:00,0.061886547
2017/01/03 08:30:00,0.588464225
2017/01/03 08:45:00,1.20173915
2017/01/03 09:00:00,1.641539335
2017/01/03 09:15:00,2.824489176
2017/01/03 09:30:00,2.948566639
2017/01/03 09:45:00,3.3958776
2017/01/03 10:00:00,3.053777317
2017/01/03 10:15:00,3.428906544
2017/01/03 10:30:00,2.618580496
2017/01/03 10:45:00,3.210628148
2017/01/03 11:00:00,3.106309056
2017/01/03 11:15:00,2.549308324
2017/01/03 11:30:00,1.993437914
2017/01/03 11:45:00,3.069663354
2017/01/03 12:00:00,1.411237697
2017/01/03 12:15:00,3.473507702
2017/01/03 12:30:00,2.6662516
2017/01/03 12:45:00,1.174952199
2017/01/03 13:00:00,0.563680175
2017/01/03 13:15:00,1.163032224
2017/01/03 13:30:00,2.65331339
2017/01/03 13:45:00,1.282706098
2017/01/03 14:00:00,1.641424706
2017/01/03 14:15:00,0.248400937
2017/01/03 14:30:00,0.578651944
2017/01/03 14:45:00,0.521412048
2017/01/03 15:00:00,0.021476693
2017/01/03 15:15:00,-0.087829201
2017/01/03 15:30:00,-0.083321252
2017/01/03 15:45:00,-0.127086136
2017/01/03 16:00:00,-0.16084367
2017/01/03 16:15:00,-0.237267651
2017/01/03 16:30:00,-0.211521801
2017/01/03 16:45:00,-0.304546261
2017/01/03 17:00:00,-0.083495028
2017/01/03 17:15:00,-0.082630308
2017/01/03 17:30:00,-0.082697925
2017/01/03 17:45:00,-0.082924849
2017/01/03 18:00:00,-0.083656433
2017/01/03 18:15:00,-0.083549159
2017/01/03 18:30:00,-0.08390083
2017/01/03 18:45:00,-0.084225945
2017/01/03 19:00:00,-0.084142979
2017/01/03 19:15:00,-0.08429263
2017/01/03 19:30:00,-0.083865032
2017/01/03 19:45:00,-0.083543145
2017/01/03 20:00:00,-0.084501851
2017/01/03 20:15:00,-0.083916566
2017/01/03 20:30:00,-0.084781134
2017/01/03 20:45:00,-0.083992423
2017/01/03 21:00:00,-0.084637508
2017/01/03 21:15:00,-0.084403283
2017/01/03 21:30:00,-0.084955705
2017/01/03 21:45:00,-0.08306704
2017/01/03 22:00:00,-0.083971569
2017/01/03 22:15:00,-0.083259117
2017/01/03 22:30:00,-0.084351667
2017/01/03 22:45:00,-0.082834856
2017/01/03 23:00:00,-0.083802512
2017/01/03 23:15:00,-0.084901896
2017/01/03 23:30:00,-0.083188346
2017/01/03 23:45:00,-0.083680102
2017/01/04 00:00:00,-0.082871782
2017/01/04 00:15:00,-0.083309021
2017/01/04 00:30:00,-0.082300465
2017/01/04 00:45:00,-0.08163718
2017/01/04 01:00:00,-0.084403924
2017/01/04 01:15:00,-0.08347174
2017/01/04 01:30:00,-0.085053559
2017/01/04 01:45:00,-0.084709665
2017/01/04 02:00:00,-0.083580769
2017/01/04 02:15:00,-0.084045364
2017/01/04 02:30:00,-0.084381011
2017/01/04 02:45:00,-0.083479255
2017/01/04 03:00:00,-0.083455689
2017/01/04 03:15:00,-0.083651701
2017/01/04 03:30:00,-0.083317518
2017/01/04 03:45:00,-0.084204639
2017/01/04 04:00:00,-0.083705421
2017/01/04 04:15:00,-0.083581628
2017/01/04 04:30:00,-0.08318318
2017/01/04 04:45:00,-0.083034099
2017/01/04 05:00:00,-0.081952002
2017/01/04 05:15:00,-0.083464409
2017/01/04 05:30:00,-0.083282841
2017/01/04 05:45:00,-0.082746873
2017/01/04 06:00:00,-0.083290704
2017/01/04 06:15:00,-0.082913678
2017/01/04 06:30:00,-0.082305262
2017/01/04 06:45:00,-0.083201692
2017/01/04 07:00:00,-0.083369337
2017/01/04 07:15:00,-0.08414213
2017/01/04 07:30:00,-0.083032219
2017/01/04 07:45:00,-0.271561598
2017/01/04 08:00:00,-0.083995496
2017/01/04 08:15:00,-0.083594826
2017/01/04 08:30:00,0.043223711
2017/01/04 08:45:00,0.013351684
2017/01/04 09:00:00,0.387858061
2017/01/04 09:15:00,-0.004988687
2017/01/04 09:30:00,0.297633595
2017/01/04 09:45:00,0.915086428
2017/01/04 10:00:00,1.028227762
2017/01/04 10:15:00,0.667000485
2017/01/04 10:30:00,0.256980767
2017/01/04 10:45:00,0.424621067
2017/01/04 11:00:00,1.845399338
2017/01/04 11:15:00,3.574118825
2017/01/04 11:30:00,2.542647394
2017/01/04 11:45:00,2.185264373
2017/01/04 12:00:00,1.505998474
2017/01/04 12:15:00,3.290200448
2017/01/04 12:30:00,2.372647699
2017/01/04 12:45:00,2.876924022
2017/01/04 13:00:00,1.010097806
2017/01/04 13:15:00,0.732169473
2017/01/04 13:30:00,1.551042442
2017/01/04 13:45:00,0.851227489
2017/01/04 14:00:00,0.421694778
2017/01/04 14:15:00,0.00766921
2017/01/04 14:30:00,0.11461267
2017/01/04 14:45:00,0.179937845
2017/01/04 15:00:00,0.32361156
2017/01/04 15:15:00,0.135596146
2017/01/04 15:30:00,0.777610852
2017/01/04 15:45:00,0.29859021
2017/01/04 16:00:00,-0.086163482
2017/01/04 16:15:00,-0.144037251
2017/01/04 16:30:00,-0.194797495
2017/01/04 16:45:00,-0.275296386
2017/01/04 17:00:00,-0.08626868
2017/01/04 17:15:00,-0.082546879
2017/01/04 17:30:00,-0.084180766
2017/01/04 17:45:00,-0.083141363
2017/01/04 18:00:00,-0.083445317
2017/01/04 18:15:00,-0.08331219
2017/01/04 18:30:00,-0.08397585
2017/01/04 18:45:00,-0.084070656
2017/01/04 19:00:00,-0.0847031
2017/01/04 19:15:00,-0.084774993
2017/01/04 19:30:00,-0.085180954
2017/01/04 19:45:00,-0.083850677
2017/01/04 20:00:00,-0.084602443
2017/01/04 20:15:00,-0.084832125
2017/01/04 20:30:00,-0.084539514
2017/01/04 20:45:00,-0.084177499
2017/01/04 21:00:00,-0.084638476
2017/01/04 21:15:00,-0.085033955
2017/01/04 21:30:00,-0.084441187
2017/01/04 21:45:00,-0.084706856
2017/01/04 22:00:00,-0.083972606
2017/01/04 22:15:00,-0.084784121
2017/01/04 22:30:00,-0.084189231
2017/01/04 22:45:00,-0.084359772
2017/01/04 23:00:00,-0.084352412
2017/01/04 23:15:00,-0.085141881
2017/01/04 23:30:00,-0.084917228
2017/01/04 23:45:00,-0.08417721
2017/01/05 00:00:00,-0.084174738
2017/01/05 00:15:00,-0.083858213
2017/01/05 00:30:00,-0.084419898
2017/01/05 00:45:00,-0.083895781
2017/01/05 01:00:00,-0.083577204
2017/01/05 01:15:00,-0.084340045
2017/01/05 01:30:00,-0.084782971
2017/01/05 01:45:00,-0.084936136
2017/01/05 02:00:00,-0.085538385
2017/01/05 02:15:00,-0.084589958
2017/01/05 02:30:00,-0.084838487
2017/01/05 02:45:00,-0.085011647
2017/01/05 03:00:00,-0.083691471
2017/01/05 03:15:00,-0.083414158
2017/01/05 03:30:00,-0.083672611
2017/01/05 03:45:00,-0.083439051
2017/01/05 04:00:00,-0.083412823
2017/01/05 04:15:00,-0.083573464
2017/01/05 04:30:00,-0.083790965
2017/01/05 04:45:00,-0.084189261
2017/01/05 05:00:00,-0.08387672
2017/01/05 05:15:00,-0.08347504
2017/01/05 05:30:00,-0.083344646
2017/01/05 05:45:00,-0.084402278
2017/01/05 06:00:00,-0.083891774
2017/01/05 06:15:00,-0.0834773
2017/01/05 06:30:00,-0.082840011
2017/01/05 06:45:00,-0.084368421
2017/01/05 07:00:00,-0.083804145
2017/01/05 07:15:00,-0.084899627
2017/01/05 07:30:00,-0.27496727
2017/01/05 07:45:00,0.130718656
2017/01/05 08:00:00,1.788628093
2017/01/05 08:15:00,0.599387046
2017/01/05 08:30:00,4.783218392
2017/01/05 08:45:00,8.608486859
2017/01/05 09:00:00,9.822710196
2017/01/05 09:15:00,11.12948955
2017/01/05 09:30:00,12.50895945
2017/01/05 09:45:00,13.70619313
2017/01/05 10:00:00,15.15171194
2017/01/05 10:15:00,16.28308773
2017/01/05 10:30:00,17.19657752
2017/01/05 10:45:00,18.21417163
2017/01/05 11:00:00,19.04689633
2017/01/05 11:15:00,19.55094264
2017/01/05 11:30:00,20.22636328
2017/01/05 11:45:00,20.65084063
2017/01/05 12:00:00,20.92612654
2017/01/05 12:15:00,21.02158953
2017/01/05 12:30:00,21.13818309
2017/01/05 12:45:00,21.05777445
2017/01/05 13:00:00,20.98577547
2017/01/05 13:15:00,20.67248872
2017/01/05 13:30:00,20.50262721
2017/01/05 13:45:00,19.78636777
2017/01/05 14:00:00,19.21000554
2017/01/05 14:15:00,18.3418678
2017/01/05 14:30:00,17.60882591
2017/01/05 14:45:00,16.50081962
2017/01/05 15:00:00,15.24594296
2017/01/05 15:15:00,13.91371969
2017/01/05 15:30:00,12.58942258
2017/01/05 15:45:00,10.83316463
2017/01/05 16:00:00,8.907778088
2017/01/05 16:15:00,5.549611584
2017/01/05 16:30:00,2.413844355
2017/01/05 16:45:00,-0.020285473
2017/01/05 17:00:00,-0.190073537
2017/01/05 17:15:00,-0.341126827
2017/01/05 17:30:00,-0.083058819
2017/01/05 17:45:00,-0.081783061
2017/01/05 18:00:00,-0.084608917
2017/01/05 18:15:00,-0.083903229
2017/01/05 18:30:00,-0.084510005
2017/01/05 18:45:00,-0.084239299
2017/01/05 19:00:00,-0.084723775
2017/01/05 19:15:00,-0.085477375
2017/01/05 19:30:00,-0.085729082
2017/01/05 19:45:00,-0.084229068
2017/01/05 20:00:00,-0.085346754
2017/01/05 20:15:00,-0.084085028
2017/01/05 20:30:00,-0.0859104
2017/01/05 20:45:00,-0.085226197
2017/01/05 21:00:00,-0.084513731
2017/01/05 21:15:00,-0.084250742
2017/01/05 21:30:00,-0.084313875
2017/01/05 21:45:00,-0.083949143
2017/01/05 22:00:00,-0.084775784
2017/01/05 22:15:00,-0.083694714
2017/01/05 22:30:00,-0.084694241
2017/01/05 22:45:00,-0.084768826
2017/01/05 23:00:00,-0.085312317
2017/01/05 23:15:00,-0.083970643
2017/01/05 23:30:00,-0.08425503
2017/01/05 23:45:00,-0.084319913
2017/01/06 00:00:00,-0.084312276
2017/01/06 00:15:00,-0.08492091
2017/01/06 00:30:00,-0.084614481
2017/01/06 00:45:00,-0.085239196
2017/01/06 01:00:00,-0.084855268
2017/01/06 01:15:00,-0.084303815
2017/01/06 01:30:00,-0.08482901
2017/01/06 01:45:00,-0.084628656
2017/01/06 02:00:00,-0.084760004
2017/01/06 02:15:00,-0.084265064
2017/01/06 02:30:00,-0.084413309
2017/01/06 02:45:00,-0.084840615
2017/01/06 03:00:00,-0.084820178
2017/01/06 03:15:00,-0.085413364
2017/01/06 03:30:00,-0.085209481
2017/01/06 03:45:00,-0.08499796
2017/01/06 04:00:00,-0.085250645
2017/01/06 04:15:00,-0.084720484
2017/01/06 04:30:00,-0.084976626
2017/01/06 04:45:00,-0.08507028
2017/01/06 05:00:00,-0.084534732
2017/01/06 05:15:00,-0.084276783
2017/01/06 05:30:00,-0.084570386
2017/01/06 05:45:00,-0.084187215
2017/01/06 06:00:00,-0.084244803
2017/01/06 06:15:00,-0.083648457
2017/01/06 06:30:00,-0.08353345
2017/01/06 06:45:00,-0.084193326
2017/01/06 07:00:00,-0.084156131
2017/01/06 07:15:00,-0.324050926
2017/01/06 07:30:00,-0.155929239
2017/01/06 07:45:00,0.729833722
2017/01/06 08:00:00,2.351107657
2017/01/06 08:15:00,3.338989405
2017/01/06 08:30:00,6.426003774
2017/01/06 08:45:00,7.923398519
2017/01/06 09:00:00,9.657463058
2017/01/06 09:15:00,11.39152338
2017/01/06 09:30:00,12.85135767
2017/01/06 09:45:00,14.17952538
2017/01/06 10:00:00,15.93236052
2017/01/06 10:15:00,18.68737005
2017/01/06 10:30:00,6.211266001
2017/01/06 10:45:00,10.6829831
2017/01/06 11:00:00,20.21566906
2017/01/06 11:15:00,19.58295015
2017/01/06 11:30:00,19.71531528
2017/01/06 11:45:00,19.21348626
2017/01/06 12:00:00,20.72395458
2017/01/06 12:15:00,20.98244232
2017/01/06 12:30:00,20.36856473
2017/01/06 12:45:00,16.95082814
2017/01/06 13:00:00,21.34906441
2017/01/06 13:15:00,20.43324963
2017/01/06 13:30:00,19.61441374
2017/01/06 13:45:00,20.62209543
2017/01/06 14:00:00,12.84429234
2017/01/06 14:15:00,4.928236214
2017/01/06 14:30:00,4.319226766
2017/01/06 14:45:00,12.53836821
2017/01/06 15:00:00,10.57832812
2017/01/06 15:15:00,3.927148914
2017/01/06 15:30:00,1.994675481
2017/01/06 15:45:00,2.005773
2017/01/06 16:00:00,6.41734217
2017/01/06 16:15:00,2.724557797
2017/01/06 16:30:00,0.990693973
2017/01/06 16:45:00,0.539590354
2017/01/06 17:00:00,-0.256000611
2017/01/06 17:15:00,-0.083457745
2017/01/06 17:30:00,-0.082793241
2017/01/06 17:45:00,-0.082225734
2017/01/06 18:00:00,-0.08391313
2017/01/06 18:15:00,-0.084081447
2017/01/06 18:30:00,-0.084090247
2017/01/06 18:45:00,-0.08466855
2017/01/06 19:00:00,-0.085390597
2017/01/06 19:15:00,-0.084307724
2017/01/06 19:30:00,-0.085526035
2017/01/06 19:45:00,-0.084530464
2017/01/06 20:00:00,-0.084727631
2017/01/06 20:15:00,-0.084104717
2017/01/06 20:30:00,-0.084996272
2017/01/06 20:45:00,-0.084870423
2017/01/06 21:00:00,-0.084803608
2017/01/06 21:15:00,-0.084566178
2017/01/06 21:30:00,-0.08536412
2017/01/06 21:45:00,-0.083821551
2017/01/06 22:00:00,-0.083669999
2017/01/06 22:15:00,-0.083228042
2017/01/06 22:30:00,-0.083667191
2017/01/06 22:45:00,-0.08365935
2017/01/06 23:00:00,-0.083603678
2017/01/06 23:15:00,-0.083873295
2017/01/06 23:30:00,-0.083655151
2017/01/06 23:45:00,-0.083425342
2017/01/07 00:00:00,-0.085082886
2017/01/07 00:15:00,-0.084984051
2017/01/07 00:30:00,-0.085078464
2017/01/07 00:45:00,-0.085386576
2017/01/07 01:00:00,-0.086122968
2017/01/07 01:15:00,-0.084546069
2017/01/07 01:30:00,-0.085042046
2017/01/07 01:45:00,-0.084979491
2017/01/07 02:00:00,-0.085959441
2017/01/07 02:15:00,-0.085350414
2017/01/07 02:30:00,-0.085951327
2017/01/07 02:45:00,-0.085260823
2017/01/07 03:00:00,-0.08564547
2017/01/07 03:15:00,-0.086153755
2017/01/07 03:30:00,-0.08526549
2017/01/07 03:45:00,-0.085331248
2017/01/07 04:00:00,-0.08491731
2017/01/07 04:15:00,-0.084792151
2017/01/07 04:30:00,-0.085185301
2017/01/07 04:45:00,-0.084777671
2017/01/07 05:00:00,-0.085131688
2017/01/07 05:15:00,-0.085496565
2017/01/07 05:30:00,-0.0849139
2017/01/07 05:45:00,-0.085023946
2017/01/07 06:00:00,-0.085150348
2017/01/07 06:15:00,-0.085214719
2017/01/07 06:30:00,-0.085137775
2017/01/07 06:45:00,-0.084274965
2017/01/07 07:00:00,-0.085282869
2017/01/07 07:15:00,-0.08490484
2017/01/07 07:30:00,-0.094790048
2017/01/07 07:45:00,-0.220828194
2017/01/07 08:00:00,0.162955649
2017/01/07 08:15:00,0.736570839
2017/01/07 08:30:00,1.687534722
2017/01/07 08:45:00,2.297963568
2017/01/07 09:00:00,2.954169007
2017/01/07 09:15:00,2.822585626
2017/01/07 09:30:00,4.871152894
2017/01/07 09:45:00,8.575597477
2017/01/07 10:00:00,7.592861311
2017/01/07 10:15:00,12.32951487
2017/01/07 10:30:00,5.767706919
2017/01/07 10:45:00,8.231025934
2017/01/07 11:00:00,14.13937182
2017/01/07 11:15:00,13.85384962
2017/01/07 11:30:00,11.12467133
2017/01/07 11:45:00,16.57131217
2017/01/07 12:00:00,16.90128123
2017/01/07 12:15:00,14.44848378
2017/01/07 12:30:00,16.36650788
2017/01/07 12:45:00,14.40487183
2017/01/07 13:00:00,16.33101174
2017/01/07 13:15:00,18.15018749
2017/01/07 13:30:00,17.89015007
2017/01/07 13:45:00,18.78376462
2017/01/07 14:00:00,21.24290724
2017/01/07 14:15:00,17.88508832
2017/01/07 14:30:00,16.57155355
2017/01/07 14:45:00,7.462732132
2017/01/07 15:00:00,1.572762173
2017/01/07 15:15:00,0.929667807
2017/01/07 15:30:00,0.453307263
2017/01/07 15:45:00,-0.07098247
2017/01/07 16:00:00,-0.062322167
2017/01/07 16:15:00,-0.243763179
2017/01/07 16:30:00,-0.304308149
2017/01/07 16:45:00,-0.270960205
2017/01/07 17:00:00,-0.082471065
2017/01/07 17:15:00,-0.082652459
2017/01/07 17:30:00,-0.083071139
2017/01/07 17:45:00,-0.084272177
2017/01/07 18:00:00,-0.084768267
2017/01/07 18:15:00,-0.083593263
2017/01/07 18:30:00,-0.084834578
2017/01/07 18:45:00,-0.08514689
2017/01/07 19:00:00,-0.083727533
2017/01/07 19:15:00,-0.084573212
2017/01/07 19:30:00,-0.083025375
2017/01/07 19:45:00,-0.084613569
2017/01/07 20:00:00,-0.084378624
2017/01/07 20:15:00,-0.085276608
2017/01/07 20:30:00,-0.084603982
2017/01/07 20:45:00,-0.085337546
2017/01/07 21:00:00,-0.084986172
2017/01/07 21:15:00,-0.084699287
2017/01/07 21:30:00,-0.08553105
2017/01/07 21:45:00,-0.084854895
2017/01/07 22:00:00,-0.085159284
2017/01/07 22:15:00,-0.085597589
2017/01/07 22:30:00,-0.0849514
2017/01/07 22:45:00,-0.085098627
2017/01/07 23:00:00,-0.084604329
2017/01/07 23:15:00,-0.085428778
2017/01/07 23:30:00,-0.08445116
2017/01/07 23:45:00,-0.086902605
2017/01/08 00:00:00,-0.086739633
2017/01/08 00:15:00,-0.086001134
2017/01/08 00:30:00,-0.084611683
2017/01/08 00:45:00,-0.085080452
2017/01/08 01:00:00,-0.0844601
2017/01/08 01:15:00,-0.085100336
2017/01/08 01:30:00,-0.086286201
2017/01/08 01:45:00,-0.085783382
2017/01/08 02:00:00,-0.084405531
2017/01/08 02:15:00,-0.083787374
2017/01/08 02:30:00,-0.084528927
2017/01/08 02:45:00,-0.084442893
2017/01/08 03:00:00,-0.084093175
2017/01/08 03:15:00,-0.084526773
2017/01/08 03:30:00,-0.084785899
2017/01/08 03:45:00,-0.08454155
2017/01/08 04:00:00,-0.084341934
2017/01/08 04:15:00,-0.082940105
2017/01/08 04:30:00,-0.083717759
2017/01/08 04:45:00,-0.085001261
2017/01/08 05:00:00,-0.083391706
2017/01/08 05:15:00,-0.082935172
2017/01/08 05:30:00,-0.083935323
2017/01/08 05:45:00,-0.085165409
2017/01/08 06:00:00,-0.083341003
2017/01/08 06:15:00,-0.08476241
2017/01/08 06:30:00,-0.085045473
2017/01/08 06:45:00,-0.084408689
2017/01/08 07:00:00,-0.084145031
2017/01/08 07:15:00,-0.08424092
2017/01/08 07:30:00,-0.08472127
2017/01/08 07:45:00,-0.209177829
2017/01/08 08:00:00,0.009921323
2017/01/08 08:15:00,0.120291298
2017/01/08 08:30:00,0.550873938
